Genero
idObra;genero
5469;historic
5469;musical
5469;science-fiction
5469;thriller
5469;war
5470;action
5475;action
5475;adult
5475;family
5475;musical
5478;thriller
5484;action
5484;adult
5484;adventure
5484;family
5484;musical
5484;war
5487;action
5487;adult
5487;adventure
5487;family
5487;fiction
5487;musical
5487;terror
5487;thriller
5490;action
5490;adult
5490;adventure
5490;comedy
5490;family
5490;musical
5490;thriller
5490;war
5494;family
5494;thriller
5499;action
5499;adult
5499;adventure
5499;comedy
5499;family
5499;fiction
5499;musical
5499;terror
5499;thriller
5499;war
5502;action
5505;action
5506;family
5508;adult
5508;thriller
5515;action
5517;thriller
5517;war
2;adventure
2;family
2;terror
7;fiction
13;fiction
20;fiction
21;fiction
32;action
56;fiction
67;action
85;action
85;science-fiction
104;action
116;fiction
131;action
155;action
155;fiction
155;sport
157;action
158;family
175;fiction
194;fiction
200;action
218;action
218;adventure
219;action
223;action
231;action
244;fiction
246;fiction
270;fiction
271;action
272;action
272;family
272;musical
272;thriller
272;war
283;action
291;fiction
297;fiction
316;fiction
326;action
335;action
335;thriller
335;war
336;family
336;musical
336;thriller
337;action
337;science-fiction
337;terror
339;action
339;adventure
339;war
360;fiction
364;action
405;action
416;action
421;fiction
439;comedy
454;comedy
454;fiction
494;fiction
506;adventure
515;action
520;action
536;fiction
551;family
551;thriller
551;war
563;action
589;comedy
589;fiction
595;action
615;comedy
615;fiction
616;action
646;action
678;action
712;fiction
746;action
773;action
779;action
780;action
780;adult
780;historic
780;thriller
780;war
781;musical
794;fiction
795;action
854;war
855;comedy
855;fiction
870;fiction
875;adventure
881;fiction
884;action
886;fiction
890;action
891;fiction
906;comedy
906;fiction
909;action
909;family
909;musical
909;thriller
909;war
918;fiction
920;fiction
929;action
930;comedy
930;fiction
948;action
948;fiction
948;terror
948;war
952;action
952;adventure
957;action
965;action
973;action
977;adventure
977;fiction
992;action
997;fiction
1003;fiction
1008;war
1024;historic
1024;war
1025;action
1038;action
1038;musical
1051;action
1100;war
1114;action
1114;family
1114;war
1119;fiction
1120;family
1120;thriller
1126;fiction
1139;family
1143;fiction
1157;action
1180;fiction
1182;action
1207;fiction
1247;action
1256;comedy
1260;action
1285;action
1285;family
1304;action
1366;fiction
1367;fiction
1369;family
1385;fiction
1408;fiction
1420;fiction
1440;adult
1489;fiction
1505;action
1512;action
1514;fiction
1528;fiction
1553;action
1573;comedy
1615;fiction
1624;fiction
1635;fiction
1678;fiction
1681;fiction
1683;action
1694;action
1702;action
1702;science-fiction
1706;fiction
1707;action
1708;action
